rowid,utility_id_ferc1,plant_name_ferc1,plant_type,installation_year,capacity_mw,peak_demand_mw,plant_hours_connected_while_generating,net_capacity_favorable_conditions_mw,net_capacity_adverse_conditions_mw,net_generation_mwh
297,136,piney,Run-of-River,1926.0,28.8,28.0,3189.0,27.0,28.0,55527.0
298,136,deep creek,Run-of-River,1925.0,19.2,20.0,1090.0,18.0,19.0,17084.0
299,153,safe harbor,Run-of-River,1986.0,417.5,397.0,8760.0,402.0,288.0,858569.0
300,67,hadley falls,RUN OF RIVER,1983.0,30.8,32.0,8075.0,32.0,32.0,168340.515
301,98,thomson,Storage,1949.0,72.6,78.0,8760.0,75.0,74.0,418192.12
302,98,blanchard,Run of River,1988.0,18.0,16.0,8760.0,18.0,18.0,100431.6
303,98,fond du lac,Storage,1924.0,12.0,16.0,8760.0,12.0,6.0,71862.0
304,106,thorpe,Storage,1941.0,22.0,22.0,4086.0,23.0,22.0,96108.0
305,106,nantahala,Storage,1942.0,43.0,47.0,5122.0,46.0,37.0,202569.0
306,106,tennessee creek,Storage,1955.0,11.0,9.0,5181.0,10.0,7.0,45623.6
307,141,pelton,Run-of-River; Storag,1958.0,97.2,115.0,6890.0,124.0,108.0,414246.0
308,141,bull run,Run-of-River,1922.0,21.0,22.0,8665.0,22.0,21.0,134493.0
309,141,faraday,Run-of-River; Storag,1958.0,34.5,45.0,8759.0,44.0,39.0,195429.0
310,141,north fork, Run-of-River; Sto,1958.0,38.4,54.0,8589.0,54.0,43.0,228633.0
311,141,river mill, Run-of-River; Sto,1952.0,18.9,23.0,8229.0,23.0,20.0,105468.0
312,141,oak grove, Run-of-River; Sto,1931.0,51.0,48.0,8755.0,49.0,49.0,276233.0
313,141,round butte,Storage,1964.0,247.1,304.0,6789.0,330.0,210.0,951640.0
314,141,sullivan, Run-of River,1953.0,15.4,18.0,8551.0,16.0,9.0,128018.0
315,146,amoskeag,Run of River-Storage,1924.0,16.0,17.0,8240.0,18.0,18.0,79016.94
316,146,garvins,Run of River-Storage,1981.0,12.4,11.0,7972.0,11.0,11.0,40662.17
317,146,smith,Run of River-Stge,1949.0,15.0,16.0,8635.0,15.0,13.0,91252.476
318,150,lower baker,Storage,1960.0,64.0,71.0,8758.0,71.0,71.0,420909.64
319,150,upper baker,Storage,1959.0,94.4,102.0,8740.0,103.0,103.0,400274.78
320,150,snoqualmie falls #1,Run of River,1905.0,11.9,7.0,6144.0,13.0,13.0,35869.2
321,150,snoqualmie falls #2,Run of River,1957.0,30.09,39.0,7115.0,31.0,31.0,201971.1
322,150,white river,Run of River,1924.0,70.0,52.0,6682.0,70.0,70.0,272759.0
323,151,station 5,Run-of-River,1927.0,40.5,45.0,8760.0,43.0,39.0,119260.0
324,159,parr,Run-of-River,1921.0,15.0,22.0,8746.0,14.0,14.0,83680.0
325,159,columbia,Run-of-River,1953.0,11.0,9.0,8719.0,10.0,10.0,50300.0
326,159,saluda,Storage,1971.0,198.0,217.0,6573.0,206.0,206.0,297211.0
327,159,stevens creek,Run-of-River,1926.0,19.0,18.0,8754.0,9.0,9.0,88985.0
328,161,big creek no.1,Storage,1925.0,85.2,94.0,8760.0,83.0,83.0,549019.0
329,161,big creek no.2,Storage,1925.0,66.5,75.0,8760.0,67.0,67.0,481493.295
330,161,big creek 2a,Storage,1928.0,110.0,103.0,8760.0,99.0,99.0,752802.905
331,161,big creek 3,Storage,1980.0,174.5,184.0,8760.0,182.0,182.0,1195651.93
332,161,big creek 4,Storage,1951.0,100.0,99.0,8760.0,100.0,100.0,623186.36
333,161,big creek no.8,Storage,1929.0,75.0,72.0,8760.0,65.0,65.0,455503.64
334,161,portal power pt,Storage,1956.0,10.8,10.0,8595.0,11.0,11.0,20471.41
335,161,kern river no.1,Run-of-River,1907.0,25.9,25.0,8760.0,25.0,25.0,202558.295
336,161,kern river no.3,Run-of-River,1921.0,40.2,37.0,8760.0,37.0,37.0,238214.68
337,161,mammoth pool,Storage,1960.0,190.0,185.0,8681.0,7.0,7.0,819824.2
338,161,poole plant,Storage,1924.0,11.3,11.0,8746.0,11.0,11.0,43206.979
339,199,york-haven,Run-of-River,1930.0,19.6,22.0,8563.0,21.0,8.0,115575.0
340,187,little falls,Run-of-River,1911.0,32.0,41.0,8759.0,36.0,27.0,212327.0
341,187,long lake,Storage,1924.0,70.0,80.0,8760.0,72.0,57.0,499554.0
342,187,monroe street,Run-of-River,1992.0,14.8,17.0,5947.0,14.0,10.0,74890.0
343,187,noxon rapids,Storage,1977.0,466.7,554.0,8760.0,554.0,370.0,1839638.0
344,187,cabinet gorge,Storage,1953.0,221.9,243.0,8760.0,243.0,190.0,1139942.0
345,187,upper falls,Run-of-River,1922.0,10.0,12.0,8687.0,10.0,7.0,74254.0
346,187,nine mile,Run-of-River,1910.0,26.4,29.0,8757.0,29.0,14.0,116203.0
347,187,post falls,Storage,1980.0,14.8,19.0,8037.0,18.0,13.0,73534.0
348,196,petenwell,Storage,1950.0,20.0,21.0,8760.0,23.0,4.0,107498.0
349,196,castle rock,Storage,1951.0,15.0,19.0,8760.0,20.0,3.0,101356.0
350,190,cabot,Run of River,1917.0,51.0,94.0,7738.0,53.0,53.0,240466.291
351,190,cobble mountain,Storage,1930.0,33.0,34.0,1769.0,32.0,34.0,20524.5
352,138,holtwood,Run-of-River,1924.0,108.0,122.0,7307.0,102.0,102.0,536406.0
353,138,wallenpaupack,Storage,1926.0,40.0,44.0,1892.0,44.0,44.0,639520.0
354,121,chippewa falls,Run-of-River,1928.0,23.6,24.0,7012.0,24.0,22.0,64906.592
355,134,grace,Storage,1923.0,33.0,32.0,8526.0,33.0,17.0,90046.0
356,134,olmstead,Run-of-River,1922.0,10.3,8.0,7894.0,7.0,2.0,27938.0
357,134,oneida,Storage,1920.0,30.0,25.0,6167.0,30.0,28.0,36325.0
358,134,soda,Storage,1924.0,14.0,7.0,5202.0,7.0,4.0,15090.0
359,134,merwin,Storage,1958.0,136.0,147.0,8744.0,144.0,95.0,589575.0
360,134,yale,Storage,1953.0,134.0,142.0,7069.0,134.0,99.0,631402.0
361,134,swift no. 1,Storage,1958.0,240.0,262.0,5969.0,266.0,140.0,859960.0
362,134,copco no. 1,Storage,1922.0,20.0,27.0,5948.0,26.0,26.0,95226.0
363,134,copco no. 2,Run of River,1925.0,27.0,31.0,5986.0,30.0,26.0,121405.0
364,134,john c. boyle,Storage,1958.0,79.99,92.0,6255.0,90.0,82.0,286613.0
365,134,iron gate,Storage,1962.0,18.0,21.0,8732.0,20.0,20.0,113571.0
366,134,soda springs,Run of River,1952.0,11.0,12.0,8510.0,12.0,12.0,72375.0
367,134,slide creek,Run of River,1951.0,18.0,18.0,8485.0,18.0,17.0,102695.0
368,134,fish creek,Run of River,1952.0,11.0,13.0,7908.0,12.0,12.0,72346.0
369,134,clearwater no. 1,Run of River,1953.0,15.0,15.0,8530.0,15.0,12.0,54972.0
370,134,clearwater no. 2,Run of River,1953.0,26.0,24.0,8475.0,26.0,26.0,68358.0
371,134,lemolo no. 1,Run of River,1955.0,29.0,30.0,8473.0,29.0,23.0,133811.0
372,134,lemolo no. 2,Run of River,1956.0,33.0,35.0,8478.0,35.0,33.0,189378.0
373,134,toketee,Conventional,1950.0,42.5,45.0,8755.0,42.0,42.0,247769.0
374,134,prospect no. 2,Run of River,1928.0,32.0,36.0,8751.0,36.0,26.0,265193.0
375,197,tuckertown,Run-of-River,1962.0,42.0,43.0,5313.0,42.0,38.0,166754.1
376,197,narrows,Storage,1924.0,96.5,115.0,5897.0,108.0,80.0,536026.6
377,197,falls,Run-of-River,1922.0,31.5,32.0,5899.0,32.0,22.0,151272.1
378,121,cornell,Run-of-River,1977.0,30.9,30.0,7787.0,30.0,30.0,105205.5
379,121,holcombe,Run-of-River,1950.0,33.8,35.0,5243.0,33.0,33.0,110682.6
380,121,jim falls,Run-of-River,1988.0,57.4,57.0,7364.0,57.0,57.0,155315.68
381,121,st croix falls,Run-of-River,1923.0,23.2,53.0,8826.0,22.0,22.0,138004.5
382,121,wissota,Run-of-River,1917.0,36.0,36.0,8189.0,36.0,36.0,155958.3
383,133,kerckhoff no. 2,R of R/Storage,1983.0,139.5,155.0,7745.0,155.0,151.0,803490.0
384,133,salt springs,R of R/Storage,1953.0,42.03,44.0,8073.0,44.0,34.0,288818.0
385,133,electra,R of R/Storage,1948.0,102.5,92.0,8412.0,92.0,92.0,554308.0
386,133,west point,R of R/Storage,1948.0,13.6,14.0,8727.0,14.0,13.0,113091.0
387,133,balch no. 1,R of R/Storage,1927.0,31.0,38.0,5106.0,34.0,34.0,170674.0
388,133,tiger creek,R of R/Storage,1931.0,52.28,65.0,8380.0,58.0,58.0,345119.0
389,133,balch no. 2,R of R/Storage,1958.0,97.2,111.0,7572.0,105.0,104.0,760973.0
390,133,pit no. 5,R of R/Storage,1944.0,141.8,164.0,8023.0,160.0,160.0,1067506.0
391,133,pit no. 3,R of R/Storage,1925.0,80.19,75.0,7834.0,70.0,70.0,480991.0
392,133,pit no. 4,R of R/Storage,1955.0,103.5,104.0,7647.0,95.0,95.0,639416.0
393,133,bucks creek,R of R/Storage,1928.0,66.0,62.0,7057.0,65.0,53.0,375750.0
394,133,coleman,R of R/Storage,1979.0,12.15,12.0,8214.0,13.0,5.0,85720.0
395,133,a.g.wishon,R of R/Storage,1910.0,12.8,18.0,8385.0,20.0,12.0,113411.0
396,133,de sabla,R of R/Storage,1963.0,18.45,20.0,8607.0,18.0,18.0,118254.0
397,133,cresta,R of R/Storage,1950.0,73.8,73.0,8444.0,70.0,72.0,493788.0
398,133,rock creek,R of R/Storage,1950.0,124.74,124.0,8426.0,112.0,114.0,798161.0
399,133,kings river,R or R/Storage,1962.0,48.6,54.0,7311.0,52.0,52.0,314848.0
400,133,haas,R of R/Storage,1958.0,135.0,150.0,7011.0,144.0,138.0,810399.0
401,133,belden,R of R/Storage,1969.0,117.9,123.0,7396.0,125.0,125.0,705924.0
402,133,james b. black,R of R/Storage,1966.0,168.6,171.0,7893.0,172.0,172.0,847391.0
403,133,butt valley,R of R/Storage,1958.0,40.0,44.0,6113.0,40.0,38.0,240103.0
404,133,caribou no. 1,R of R/Storage,1924.0,73.85,79.0,5718.0,75.0,74.0,332203.0
405,133,caribou no. 2,R of R/Storage,1958.0,117.9,124.0,7102.0,120.0,119.0,740671.0
406,133,drum no. 1,R of R/Storage,1928.0,49.2,55.0,5207.0,54.0,54.0,217314.0
407,133,pit no. 6,R of R/Storage,1965.0,79.2,80.0,7849.0,80.0,80.0,465339.0
408,133,pit no. 7,R of R/Storage,1965.0,109.8,114.0,7820.0,112.0,112.0,645128.0
409,133,poe,R of R/Storage,1958.0,142.83,124.0,8608.0,120.0,125.0,826225.0
410,133,wise no. 1,R of R/Storage,1917.0,13.7,14.0,7286.0,14.0,14.0,83390.0
411,133,hat creek no. 1,R of R/Storage,1921.0,10.0,6.0,8601.0,8.0,4.0,39626.0
412,133,stanislaus,R of R/Storage,1963.0,81.9,91.0,8409.0,91.0,91.0,459106.0
413,133,drum no. 2,R of R/Storage,1965.0,53.1,50.0,7331.0,49.0,49.0,306555.0
414,133,pit no. 1,R of R/Storage,1922.0,69.3,65.0,8669.0,61.0,61.0,326451.0
415,133,dutch flat,R of R/Storage,1943.0,22.0,23.0,5854.0,22.0,23.0,107646.0
416,133,halsey,R of R/Storage,1916.0,13.6,11.0,7400.0,11.0,11.0,60709.0
417,133,hat creek no. 2,R of R/Storage,1921.0,10.0,9.0,8557.0,8.0,8.0,55651.0
418,57,mathis-terrora,Storage,1925.0,16.0,35.0,8756.0,16.0,16.0,50902.0
419,57,tallulah falls,Run-of-River,1920.0,72.0,72.0,8658.0,73.0,73.0,169650.474
420,57,tugalo,Run-of-River,1924.0,45.0,60.0,8746.0,53.0,53.0,124451.0
421,57,yonah,Run-of-River,1925.0,23.0,41.0,8752.0,29.0,29.0,62553.0
422,57,bartletts ferry,Storage,1985.0,173.0,195.0,8759.0,193.0,193.0,471549.09
423,57,goat rock,Run-of-River,1956.0,26.0,29.0,8761.0,26.0,26.0,128965.24
424,57,oliver dam,Run-of-River,1959.0,60.0,63.0,8763.0,59.0,59.0,230629.0
425,57,north highlands,Run-of-River,1963.0,30.0,39.0,8754.0,36.0,36.0,130886.0
426,57,sinclair dam,Storage,1953.0,45.0,46.0,8747.0,43.0,43.0,156891.0
427,57,lloyd dam,Storage,1916.0,14.0,18.0,8726.0,19.0,17.0,72872.0
428,57,morgan falls,Run-of-River,1923.0,17.0,17.0,8750.0,12.0,12.0,58501.455
429,57,wallace dam,Storage,1980.0,113.0,120.0,2085.0,116.0,116.0,133680.0
430,41,hardy,Run-of-River,1931.0,30.0,30.0,6723.0,32.0,32.0,86123.5
431,41,hodenpyl,Run-of-River,1925.0,18.0,13.0,8760.0,18.0,18.0,40829.0
432,41,tippy,Run-of-River,1918.0,20.0,13.0,8760.0,21.0,21.0,58420.0
433,45,bridgewater,Storage,1919.0,20.0,25.0,7754.0,21.0,20.0,73549.0
434,45,rhodhiss,Storage,1925.0,25.5,32.0,7796.0,30.0,28.0,79548.0
435,45,oxford,Storage,1928.0,36.0,40.0,8533.0,42.0,39.0,126909.0
436,45,lookout shoals,Run-of-River,1915.0,18.72,28.0,8279.0,24.0,24.0,111180.0
437,45,mountain island,Storage,1923.0,60.0,60.0,7367.0,56.0,56.0,143343.0
438,45,cowans ford,Storage,1967.0,350.0,335.0,2027.0,380.0,325.0,204855.0
439,45,wylie,Storage,1925.0,60.0,64.0,8752.0,63.0,56.0,186887.0
440,45,fishing creek,Storage,1916.0,36.72,56.0,8693.0,51.0,40.0,198663.0
441,45,great falls,Run-of-River,1907.0,24.0,31.0,4340.0,28.0,24.0,92255.0
442,45,dearborn,Run-of-River,1923.0,45.0,41.0,8681.0,39.0,36.0,132540.0
443,45,rocky creek,Run-of-River,1909.0,28.0,29.0,1906.0,27.0,27.0,29979.0
444,45,cedar creek,Run-of-River,1926.0,45.0,42.0,8710.0,43.0,38.0,164559.0
445,45,wateree,Storage,1919.0,56.0,83.0,7501.0,78.0,66.0,282612.0
446,45,ninety-nine islands,Run-of-River,1910.0,18.0,20.0,8670.0,21.0,3.0,81138.0
447,45,buzzard roost,Storage,1940.0,15.0,18.0,5082.0,18.0,12.0,59313.0
448,45,keowee,Storage,1971.0,157.5,104.0,1354.0,187.0,174.0,78535.0
449,197,high rock,Storage,1927.0,33.0,36.0,5610.0,37.0,12.0,161797.4
450,197,tuckertown,Run-of-River,1962.0,42.0,42.0,5345.0,42.0,38.0,172186.1
451,197,narrows,Storage,1924.0,96.5,117.0,6137.0,108.0,80.0,534832.2
452,197,falls,Run-of-River,1922.0,31.5,32.0,6136.0,32.0,22.0,158071.3
453,17,walters,Storage,1930.0,108.0,111.0,5867.0,100.0,105.0,448774.0
454,17,tillery,Storage,1960.0,84.0,86.0,8784.0,86.0,86.0,248302.0
455,17,blewett,Storage,1912.0,24.6,27.0,6849.0,25.0,22.0,153139.0
456,18,s. murray hydro stn,Run-of-River,1990.0,195.0,201.0,8760.0,201.0,20.0,958906.0
457,171,santeelah,Storage,1928.0,45.0,42.0,6488.0,41.0,23.0,237181.0
458,171,cheoah,Run-of-River,1949.0,110.0,120.0,6946.0,114.0,114.0,594212.0
459,171,calderwood,Run-of-River,1938.0,121.5,121.0,6957.0,121.0,116.0,683805.0
460,171,chilhowee,Run-of-River,1957.0,50.0,54.0,5942.0,53.0,51.0,212091.0
461,19,neversink,Run of River,1953.0,25.0,26.0,4583.0,24.0,22.0,88155.0
462,19,sturgeon pool,Storage,1924.0,14.4,16.0,6038.0,16.0,16.0,80685.0
463,19,dashville,Run-of-River,1920.0,4.8,7.0,5685.0,5.0,5.0,11464.0
464,19,high falls,Run-of-River,1986.0,3.2,6.0,6038.0,3.0,3.0,10704.0
465,168,conowingo,Run of River,1964.0,474.0,506.0,8760.0,512.0,512.0,2403696.0
466,151,roch. sta 5,Run of River,1927.0,40.5,45.0,8760.0,43.0,39.0,199489.0
467,145,boulder,Storage,1911.0,20.0,20.0,5378.0,20.0,5.0,19500.0
468,145,shosone,Run of River,1909.0,14.0,18.0,8644.0,15.0,8.0,115155.0
469,186,roanoke rapids,Daily Storage,1955.0,100.0,100.0,8783.0,96.0,96.0,467672.0
470,186,gaston,Weekly Storage,1963.0,178.0,214.0,5493.0,225.0,225.0,517347.0
471,177,osage,Storage,1953.0,208.0,227.0,8775.0,212.0,140.0,482055.5
472,177,keokuk,Run-of-River,1913.0,124.8,135.0,8784.0,127.0,40.0,909249.2
473,98,thomson,Storage,1949.0,72.6,75.0,8760.0,75.0,74.0,409667.573
474,98,blanchard,Run of River,1988.0,18.0,16.0,8760.0,18.0,18.0,103200.8
475,98,fond du lac,Storage,1924.0,12.0,28.0,8760.0,12.0,6.0,70288.3
476,161,big creek no. 1,Storage,1925.0,85.2,93.0,8784.0,83.0,83.0,539253.0
477,161,big creek no. 2,Storage,1925.0,66.5,75.0,8784.0,67.0,67.0,455497.413
478,161,big creek no. 8,Storage,1929.0,75.0,72.0,8760.0,65.0,65.0,378440.28
479,161,portal power plant,Storage,1956.0,10.8,10.0,8595.0,11.0,11.0,50737.06
480,161,poole plant,Storage,1924.0,11.3,11.0,8746.0,11.0,11.0,41739.272
481,161,big creek no. 2a,Storage,1928.0,110.0,101.0,8768.0,99.0,99.0,644428.558
482,161,big creek no. 3,Storage,1980.0,174.5,185.0,8784.0,182.0,182.0,1050191.55
483,161,big creek no. 4,Storage,1951.0,100.0,100.0,8784.0,100.0,100.0,608066.13
484,161,kern river no. 1,Run-of-River,1907.0,25.9,25.0,8760.0,25.0,25.0,204020.047
485,161,kern river no. 3,Run-of-River,1921.0,40.2,37.0,8760.0,37.0,37.0,210332.82
486,161,mammoth pool,Storage,1960.0,190.0,185.0,8681.0,187.0,187.0,867186.5
487,153,safe harbor,Run-of-River,1936.0,417.5,397.0,8760.0,402.0,288.0,1577873.0
488,141,faraday,Run-of-River; Stora,1958.0,36.81,45.0,8649.0,44.0,39.0,182008.0
489,141,round butte,Storage,1964.0,247.1,300.0,7657.0,330.0,210.0,1150286.0
490,141,river mill,Run-of-River; Stor,1952.0,18.9,23.0,8783.0,23.0,20.0,117864.0
491,141,oak grove,Run-of-River; Stor,1931.0,51.0,44.0,8738.0,49.0,49.0,292928.0
492,133,kerckhoff no. 2,Storage,1983.0,139.5,155.0,7584.0,155.0,151.0,696653.0
493,133,west point,Storage,1948.0,13.6,15.0,8004.0,15.0,13.0,104922.0
494,133,balch no. 1,Storage,1927.0,31.0,35.0,4144.0,34.0,34.0,133358.0
495,133,pit no. 5,Storage,1944.0,141.84,164.0,8110.0,156.0,156.0,1062059.0
496,133,narrows,Storage,1942.0,10.2,12.0,4675.0,12.0,12.0,51695.0
497,133,coleman,R of R,1979.0,12.15,12.0,8630.0,13.0,5.0,88646.0
498,133,a.g.wishon,Storage,1910.0,12.8,20.0,8075.0,20.0,12.0,93551.0
499,133,kings river,Storage,1962.0,48.6,50.0,8406.0,52.0,52.0,252675.0
500,133,james b. black,Storage,1966.0,168.66,170.0,8244.0,172.0,172.0,797942.0
501,133,drum no. 1,Storage,1928.0,49.2,56.0,7587.0,54.0,54.0,187398.0
502,133,wise no. 1,Storage,1917.0,13.6,15.0,6654.0,15.0,15.0,75379.0
503,133,hat creek no. 1,R of R,1921.0,10.0,7.0,8225.0,9.0,4.0,36813.0
504,133,pit no. 1,Storage,1922.0,69.3,63.0,8766.0,61.0,61.0,332659.0
505,133,salt springs,R of R/Storage,1953.0,42.03,44.0,8089.0,44.0,34.0,273750.0
506,133,electra,Storage,1948.0,102.5,89.0,8521.0,92.0,92.0,516241.0
507,133,tiger creek,Storage,1931.0,52.28,65.0,8253.0,58.0,58.0,336079.0
508,133,balch no. 2,Storage,1958.0,97.2,109.0,8740.0,105.0,104.0,650092.0
509,133,el dorado,Storage,1924.0,20.0,22.0,4048.0,21.0,21.0,44121.0
510,133,pit no. 3,Storage,1925.0,80.19,73.0,7979.0,70.0,70.0,477078.0
511,133,pit no. 4,Storage,1955.0,103.5,101.0,8741.0,95.0,95.0,628286.0
512,133,bucks creek,Storage,1928.0,66.0,63.0,7713.0,65.0,53.0,369069.0
513,133,de sabla,R of R,1963.0,18.45,20.0,8477.0,19.0,19.0,125235.0
514,133,cresta,Storage,1950.0,73.8,77.0,8717.0,70.0,72.0,486995.0
515,133,rock creek,Storage,1950.0,124.74,125.0,8748.0,112.0,114.0,777106.0
516,133,haas,Storage,1958.0,135.0,150.0,8750.0,144.0,138.0,630511.0
517,133,belden,Storage,1969.0,117.9,120.0,7742.0,125.0,125.0,601341.0
518,133,butt valley,Storage,1958.0,40.0,42.0,6205.0,40.0,38.0,142531.0
519,133,caribou no. 1,Storage,1924.0,73.85,76.0,7328.0,75.0,74.0,500758.0
520,133,caribou no. 2,Storage,1958.0,117.9,121.0,2056.0,120.0,119.0,155228.0
521,133,pit no. 6,Storage,1965.0,79.2,82.0,8766.0,80.0,80.0,450185.0
522,133,pit no. 7,Storage,1965.0,109.8,116.0,7777.0,112.0,112.0,632242.0
523,133,poe,Storage,1958.0,142.83,126.0,8751.0,120.0,125.0,799149.0
524,133,stanislaus,Storage,1963.0,81.9,93.0,8543.0,91.0,91.0,470744.0
525,133,drum no. 2,Storage,1965.0,53.1,51.0,8548.0,50.0,49.0,314174.0
526,133,dutch flat,Storage,1943.0,22.0,24.0,7422.0,22.0,23.0,99913.0
527,133,halsey,Storage,1916.0,13.6,11.0,7574.0,11.0,11.0,60240.0
528,133,hat creek no. 2,Storage,1921.0,10.0,9.0,8774.0,9.0,9.0,53504.0
529,136,piney,Run-of-River,1926.0,28.8,28.0,7378.0,28.0,27.0,89895.0
530,136,deep creek,Run-of-River,1925.0,19.2,21.0,8726.0,19.0,18.0,53762.0
531,134,grace,Storage,1923.0,33.0,31.0,8734.0,33.0,17.0,109351.0
532,134,merwin,Storage,1958.0,136.0,148.0,8784.0,144.0,95.0,641976.0
533,134,yale,Storage,1953.0,134.0,153.0,6877.0,134.0,99.0,703759.0
534,134,john c. boyle,Storage,1958.0,79.99,90.0,7054.0,90.0,82.0,445353.0
535,134,iron gate,Storage,1962.0,18.0,20.0,8777.0,20.0,20.0,139612.0
536,134,clearwater no. 1,Run-of-River,1953.0,15.0,15.0,7872.0,15.0,12.0,65355.0
537,134,clearwater no. 2,Run-of-River,1953.0,26.0,21.0,6764.0,26.0,26.0,68482.0
538,134,prospect no. 2,Run-of-River,1928.0,32.0,36.0,8778.0,36.0,26.0,280880.0
539,134,olmsted,Run-of-River,1922.0,10.3,9.0,7655.0,7.0,2.0,35409.0
540,134,oneida,Storage,1920.0,30.0,27.0,7753.0,30.0,28.0,41504.0
541,134,soda,Storage,1924.0,14.0,7.0,6218.0,7.0,4.0,18324.0
542,134,swift no. 1,Storage,1958.0,240.0,250.0,5814.0,266.0,140.0,847140.0
543,134,copco no. 1,Storage,1922.0,20.0,24.0,8356.0,26.0,26.0,120853.0
544,134,copco no. 2,Run-of-River,1925.0,27.0,30.0,8346.0,30.0,26.0,172572.0
545,134,soda springs,Run-of-River,1952.0,11.0,12.0,8325.0,12.0,12.0,77754.0
546,134,slide creek,Run-of-River,1951.0,18.0,18.0,8678.0,18.0,17.0,120143.0
547,134,fish creek,Run-of-River,1952.0,11.0,12.0,7537.0,12.0,12.0,73496.0
548,134,lemolo no. 1,Run-of-River,1955.0,29.0,28.0,8155.0,29.0,23.0,172853.0
549,134,lemolo no. 2,Run-of-River,1956.0,33.0,35.0,8464.0,35.0,33.0,217508.0
550,134,toketee,Conventional,1950.0,42.5,43.0,8752.0,42.0,42.0,296639.0
551,131,mongaup,Storage,1926.0,4.0,4.0,8623.0,4.0,4.0,18703.0
552,131,rio,Storage,1927.0,11.0,9.0,8719.0,11.0,8.0,51252.0
553,131,swinging bridge,Storage,1939.0,12.0,13.0,8510.0,13.0,11.0,22435.0
554,131,grahamsville,Storage,1956.0,18.0,18.0,5725.0,18.0,16.0,98923.0
555,106,thorpe,Storage,1941.0,22.0,22.0,5003.0,23.0,22.0,96786.0
556,106,nantahala,Storage,1942.0,43.0,47.0,5448.0,46.0,37.0,242637.0
557,106,tennessee creek,Storage,1955.0,11.0,9.0,5717.0,10.0,7.0,46933.6
558,121,chippewa falls,Run-of-River,1928.0,23.6,23.0,7035.0,23.0,22.0,96421.053
559,121,cornell,Run-of-River,1977.0,30.9,30.0,7802.0,30.0,30.0,115473.3
560,121,holcombe,Run-of-River,1950.0,33.8,34.0,5303.0,33.0,33.0,133846.9
561,121,jim falls,Run-of-River,1988.0,57.4,57.0,7424.0,57.0,57.0,188846.9
562,121,st croix falls,Run-of-River,1923.0,23.2,53.0,8840.0,22.0,22.0,136552.0
563,121,wissota,Run-of-River,1917.0,36.0,36.0,8246.0,36.0,36.0,176036.7
564,113,deerfield #5,Hydro,1974.0,18.0,16.0,5876.0,19.0,10.0,65967.0
565,113,harriman plnt&str re,Hydro,1974.0,34.0,41.0,3948.0,45.0,32.0,131711.0
566,113,vernon,Hydro,1921.0,20.0,26.0,8784.0,26.0,10.0,140630.0
567,113,comerford,Hydro,1930.0,140.0,168.0,8313.0,168.0,127.0,411858.0
568,113,moore,Hydro,1956.0,140.0,197.0,8054.0,200.0,136.0,374881.0
569,113,bellows falls,Hydro,1928.0,41.0,50.0,8784.0,49.0,42.0,277042.0
570,113,wilder,Hydro,1987.0,36.0,44.0,8784.0,41.0,32.0,163902.0
571,113,mcindoes,Hydro,1931.0,11.0,13.0,8410.0,13.0,9.0,59097.0
572,113,fife brook,Hydro,1974.0,11.0,12.0,6085.0,12.0,5.0,36855.0
573,67,hadley falls,RUN OF RIVER,1983.0,30.8,32.0,8756.0,32.0,32.0,200994.523
574,39,shepaug,Run of River,1955.0,37.2,45.0,4656.0,43.0,43.0,179407.826
575,39,stevenson,Run of River,1936.0,30.5,59.0,6045.0,29.0,29.0,150456.94
576,102,black eagle,Run-of-River,1927.0,16.8,20.0,8783.0,18.0,11.0,143244.706
577,102,cochrane,Run-of-River,1958.0,48.0,55.0,8758.0,54.0,18.0,343907.9
578,102,morony,Run-of-River,1930.0,45.0,49.0,8779.0,48.0,17.0,321969.375
579,102,mystic lake,Storage,1925.0,10.0,11.0,8771.0,11.0,3.0,45943.497
580,102,hauser,Storage,1914.0,17.0,17.0,8761.0,17.0,10.0,134727.0
581,102,holter,Storage,1918.0,38.4,52.0,8779.0,50.0,19.0,334957.0
582,102,kerr,Storage,1954.0,171.4,194.0,8784.0,189.0,42.0,1357063.85
583,102,rainbow,Run-of-River,1917.0,35.6,36.0,8780.0,35.0,22.0,261303.0
584,102,ryan,Run-of-River,1916.0,48.0,59.0,8767.0,60.0,31.0,465683.0
585,102,thompson falls,Storage,1995.0,80.0,89.0,8782.0,86.0,25.0,553437.0
586,187,monroe street,Run-of-River,1992.0,14.82,17.0,8567.0,14.0,10.0,91786.0
587,187,upper falls,Run-of-River,1922.0,10.0,16.0,8717.0,10.0,7.0,77261.0
588,187,cabinet gorge,Storage,1953.0,221.9,234.0,8784.0,240.0,190.0,1387381.0
589,187,noxon rapids,Storage,1977.0,466.2,546.0,8784.0,554.0,370.0,2566103.0
590,187,long lake,Storage,1924.0,70.0,84.0,8778.0,73.0,57.0,509094.0
591,187,nine mile,Run-of-River,1910.0,26.4,25.0,8754.0,29.0,14.0,120401.0
592,187,post falls,Storage,1980.0,14.75,18.0,8783.0,18.0,13.0,89405.0
593,187,little falls,Run-of-River,1911.0,32.0,37.0,8770.0,36.0,27.0,215615.0
594,150,lower baker,Storage,1960.0,64.0,71.0,8651.0,71.0,71.0,396790.64
595,150,upper baker,Storage,1959.0,94.4,99.0,7970.0,103.0,103.0,354019.178
